genome_id,protein_acc,description,length_aa,n_CXXCH,n_CXXCK,n_heme_motifs,n_Cys,signal_peptide,predicted_localization,interpro_domains,neighbour_porin,notes,organism,short_name,group,seq_id,signalp_prediction,signalp_prob,signalp_confidence,has_signal_peptide,cs_position,psortb_localization,psortb_score,psortb_modules,psortb_n_modules,surface_exposed,score_Extracellular,score_OuterMembrane,score_Periplasmic,score_CytoplasmicMembrane,score_Cytoplasmic
GCF_000949635.1,WP_052561721.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],180,0,5,5,16,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0245,SP,0.9985,high,yes,CS pos: 29-30. Pr: 0.9691,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_000949635.1,WP_052561945.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],263,5,0,5,13,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0246,SP,0.9992,high,yes,CS pos: 23-24. Pr: 0.9813,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_000949635.1,WP_052562019.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Brocadia],279,5,0,5,14,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0247,SP,0.9992,high,yes,CS pos: 22-23. Pr: 0.8595,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_000949635.1,WP_052562225.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Brocadia],513,5,0,5,15,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0248,OTHER,0.9999,high,no,,not_submitted,,,,no,,,,,
GCF_000949635.1,WP_052564299.1,cytochrome c3 family protein [Candidatus Brocadia sinica],326,5,0,5,17,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0249,SP,0.9991,high,yes,CS pos: 22-23. Pr: 0.9742,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_000949635.1,WP_052564505.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],767,5,0,5,11,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0250,LIPO,0.5333,low,yes,CS pos: 20-21. Pr: 0.4061,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_000949635.1,WP_052565197.1,MULTISPECIES: ammonia-forming cytochrome c nitrite reductase subunit c552 [Candidatus Brocadia],488,5,0,5,11,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0251,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000949635.1,WP_052565466.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],178,0,5,5,16,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0252,SP,0.9950,high,yes,CS pos: 29-30. Pr: 0.9565,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_000949635.1,WP_082058977.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Brocadia],347,5,0,5,16,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0253,OTHER,0.9920,high,no,,not_submitted,,,,no,,,,,
GCF_000949635.1,WP_157842300.1,MULTISPECIES: cytochrome c3 family protein [Candidatus Brocadia],331,5,0,5,16,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0254,SP,0.9991,high,yes,CS pos: 26-27. Pr: 0.9794,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_000949635.1,WP_157842311.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],208,0,5,5,17,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0255,OTHER,0.9978,high,no,,not_submitted,,,,no,,,,,
GCF_000968535.2,WP_014147890.1,cytochrome c3 family protein [Methylotuvimicrobium alcaliphilum],231,5,0,5,10,,,,,,Methylotuvimicrobium alcaliphilum 20Z,Mt. alcaliphilum,Type I MOB (Gammaproteobacteria),seq0256,SP,0.8727,medium,yes,CS pos: 36-37. Pr: 0.8166,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_000968535.2,WP_014150278.1,multiheme c-type cytochrome [Methylotuvimicrobium alcaliphilum],758,5,0,5,11,,,,,,Methylotuvimicrobium alcaliphilum 20Z,Mt. alcaliphilum,Type I MOB (Gammaproteobacteria),seq0257,SP,0.9393,high,yes,CS pos: 25-26. Pr: 0.9092,Extracellular,9.65,ECSVM;Signal,2,yes,9.65,0.23,0.11,0.01,0.00
GCF_001273775.1,WP_053380914.1,multiheme c-type cytochrome [Nitrospira moscoviensis],426,5,0,5,12,,,,,,Nitrospira moscoviensis,N. moscoviensis,Ecological control,seq0258,OTHER,0.9703,high,no,,not_submitted,,,,no,,,,,
GCF_001273775.1,WP_053380930.1,multiheme c-type cytochrome [Nitrospira moscoviensis],441,5,0,5,12,,,,,,Nitrospira moscoviensis,N. moscoviensis,Ecological control,seq0259,OTHER,0.9222,high,no,,not_submitted,,,,no,,,,,
GCF_001273775.1,WP_053381424.1,multiheme c-type cytochrome [Nitrospira moscoviensis],410,5,0,5,10,,,,,,Nitrospira moscoviensis,N. moscoviensis,Ecological control,seq0260,OTHER,0.7207,medium,no,,not_submitted,,,,no,,,,,
GCF_001273775.1,WP_083448135.1,multiheme c-type cytochrome [Nitrospira moscoviensis],432,5,0,5,10,,,,,,Nitrospira moscoviensis,N. moscoviensis,Ecological control,seq0261,OTHER,0.6792,low,no,,not_submitted,,,,no,,,,,
GCF_001273775.1,WP_187299279.1,multiheme c-type cytochrome [Nitrospira moscoviensis],445,5,0,5,10,,,,,,Nitrospira moscoviensis,N. moscoviensis,Ecological control,seq0262,SP,0.9992,high,yes,CS pos: 24-25. Pr: 0.9747,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_001753675.2,WP_070067376.1,ammonia-forming cytochrome c nitrite reductase subunit c552 [Candidatus Brocadia sapporoensis],479,5,0,5,11,,,,,,Candidatus Brocadia sapporoensis,Ca. B. sapporoensis,Anammox,seq0263,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_001753675.2,WP_070067648.1,hypothetical protein [Candidatus Brocadia sapporoensis],766,5,0,5,12,,,,,,Candidatus Brocadia sapporoensis,Ca. B. sapporoensis,Anammox,seq0264,OTHER,0.7128,medium,no,,not_submitted,,,,no,,,,,
GCF_011066545.1,WP_099325775.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Kuenenia],386,5,0,5,14,,,,,,Candidatus Kuenenia stuttgartiensis,Ca. K. stuttgartiensis,Anammox,seq0265,SP,0.9992,high,yes,CS pos: 25-26. Pr: 0.5865,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_011066545.1,WP_099326446.1,MULTISPECIES: hypothetical protein [Candidatus Kuenenia],763,5,0,5,11,,,,,,Candidatus Kuenenia stuttgartiensis,Ca. K. stuttgartiensis,Anammox,seq0266,SP,0.6194,low,yes,CS pos: 26-27. Pr: 0.5788,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_011066545.1,WP_164994283.1,hypothetical protein [Candidatus Kuenenia stuttgartensis],237,5,0,5,14,,,,,,Candidatus Kuenenia stuttgartiensis,Ca. K. stuttgartiensis,Anammox,seq0267,SP,0.9992,high,yes,CS pos: 21-22. Pr: 0.9761,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_011066545.1,WP_230405712.1,cytochrome c3 family protein [Candidatus Kuenenia stuttgartensis],290,5,0,5,13,,,,,,Candidatus Kuenenia stuttgartiensis,Ca. K. stuttgartiensis,Anammox,seq0268,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_027571405.1,WP_016919655.1,cytochrome c3 family protein [Methylocystis parvus],221,5,0,5,10,,,,,,Methylocystis parvus OBBP,M. parvus,Type II MOB (Alphaproteobacteria),seq0269,OTHER,0.9999,high,no,,not_submitted,,,,no,,,,,
GCF_949769195.1,WP_026610151.1,cytochrome c3 family protein [Methylocaldum szegediense],218,5,0,5,10,,,,,,Methylocaldum szegediense,M. szegediense,Type I MOB (Gammaproteobacteria),seq0270,OTHER,0.9829,high,no,,not_submitted,,,,no,,,,,
GCA_030583625.1,WKZ15068.1,MAG: multiheme c-type cytochrome [Candidatus Jettenia caeni],428,4,0,4,10,,,,,,Candidatus Jettenia caeni,Ca. J. caeni,Anammox,seq0271,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCA_030583625.1,WKZ15828.1,MAG: hypothetical protein QY317_00705 [Candidatus Jettenia caeni],245,4,0,4,11,,,,,,Candidatus Jettenia caeni,Ca. J. caeni,Anammox,seq0272,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCA_030583625.1,WKZ16246.1,MAG: cytochrome c nitrite reductase small subunit [Candidatus Jettenia caeni],156,4,0,4,9,,,,,,Candidatus Jettenia caeni,Ca. J. caeni,Anammox,seq0273,OTHER,0.9380,high,no,,not_submitted,,,,no,,,,,
GCA_030583625.1,WKZ16451.1,MAG: c-type cytochrome [Candidatus Jettenia caeni],497,4,0,4,9,,,,,,Candidatus Jettenia caeni,Ca. J. caeni,Anammox,seq0274,TAT,0.5307,low,yes,CS pos: 34-35. Pr: 0.4505,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_000005845.2,NP_416706.1,periplasmic nitrate reductase cytochrome c protein [Escherichia coli str. K-12 substr. MG1655],200,4,0,4,8,,,,,,Escherichia coli K-12 MG1655,E. coli,Negative control,seq0275,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000006765.1,NP_249863.1,cytochrome C protein NapC [Pseudomonas aeruginosa PAO1],198,4,0,4,8,,,,,,Pseudomonas aeruginosa PAO1,P. aeruginosa,Negative control,seq0276,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000007985.2,WP_010940746.1,MULTISPECIES: multiheme c-type cytochrome [Geobacter],160,4,0,4,8,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0277,OTHER,0.7528,medium,no,,not_submitted,,,,no,,,,,
GCF_000007985.2,WP_010941282.1,cytochrome c3 family protein [Geobacter sulfurreducens],232,4,0,4,8,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0278,SP,0.9991,high,yes,CS pos: 23-24. Pr: 0.9364,Extracellular,9.65,ECSVM;Signal,2,yes,9.65,0.23,0.11,0.01,0.00
GCF_000007985.2,WP_010942431.1,cytochrome c [Geobacter sulfurreducens],279,4,0,4,8,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0279,SP,0.9990,high,yes,CS pos: 24-25. Pr: 0.5524,Periplasmic,9.83,PPSVM,1,no,0.14,0.01,9.83,0.01,0.01
GCF_000007985.2,WP_010943561.1,selenite/tellurite reduction operon c-type cytochrome lipoprotein ExtS [Geobacter sulfurreducens],266,4,0,4,9,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0280,LIPO,0.9979,high,yes,CS pos: 17-18. Pr: 0.9861,CytoplasmicMembrane,9.86,CMSVM;Signal,2,no,0.01,0.01,0.12,9.86,0.00
GCF_000007985.2,WP_010943776.1,cytochrome c nitrite reductase small subunit [Geobacter sulfurreducens],154,4,0,4,8,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0281,OTHER,0.9996,high,no,,not_submitted,,,,no,,,,,
GCF_000007985.2,WP_232008929.1,cytochrome c3 family protein [Geobacter sulfurreducens],261,4,0,4,9,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0282,SP,0.9991,high,yes,CS pos: 25-26. Pr: 0.9685,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000007985.2,WP_235044911.1,cytochrome c3 family protein [Geobacter sulfurreducens],246,4,0,4,8,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0283,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000021745.1,WP_012591070.1,photosynthetic reaction center cytochrome PufC [Methylocella silvestris],338,4,0,4,10,,,,,,Methylocella silvestris BL2,M. silvestris,Type II MOB (Alphaproteobacteria),seq0284,LIPO,1.0000,high,yes,CS pos: 22-23. Pr: 0.9935,Unknown,,ECSVM;SCL-BLAST;Signal,3,no,4.87,0.12,0.06,4.96,0.00
GCF_000091165.1,WP_044595851.1,"hypothetical protein, partial [Candidatus Methylomirabilis oxyfera]",138,4,0,4,8,,,,,,Candidatus Methylomirabilis oxyfera,Ca. M. oxyfera,n-DAMO bacterium (NC10),seq0285,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000146165.2,WP_011071245.1,fumarate reductase flavoprotein subunit FccA [Shewanella oneidensis],596,4,0,4,8,,,,,,Shewanella oneidensis MR-1,S. oneidensis,Positive control (EET),seq0286,SP,0.9989,high,yes,CS pos: 25-26. Pr: 0.9743,Periplasmic,9.76,CytoSVM;SCL-BLAST;Signal,3,no,0.11,0.00,9.76,0.12,0.00
GCF_000146165.2,WP_011071617.1,cytochrome c3 family protein [Shewanella oneidensis],123,4,0,4,8,,,,,,Shewanella oneidensis MR-1,S. oneidensis,Positive control (EET),seq0287,SP,0.9992,high,yes,CS pos: 21-22. Pr: 0.9724,Periplasmic,9.84,PPSVM;Signal,2,no,0.14,0.01,9.84,0.01,0.00
GCF_000146165.2,WP_011072671.1,tetraheme c-type cytochrome CctA [Shewanella oneidensis],116,4,0,4,8,,,,,,Shewanella oneidensis MR-1,S. oneidensis,Positive control (EET),seq0288,SP,0.9990,high,yes,CS pos: 25-26. Pr: 0.9759,Periplasmic,10.00,PPSVM;SCL-BLAST;Signal,3,no,0.00,0.00,10.00,0.00,0.00
GCF_000146165.2,WP_011072954.1,cytochrome c3 family protein [Shewanella oneidensis],127,4,0,4,8,,,,,,Shewanella oneidensis MR-1,S. oneidensis,Positive control (EET),seq0289,SP,0.9992,high,yes,CS pos: 22-23. Pr: 0.9708,Periplasmic,9.84,PPSVM;Signal,2,no,0.14,0.01,9.84,0.01,0.00
GCF_000146165.2,WP_011073178.1,cytochrome c3 family protein [Shewanella oneidensis],124,4,0,4,9,,,,,,Shewanella oneidensis MR-1,S. oneidensis,Positive control (EET),seq0290,SP,0.9561,high,yes,CS pos: 23-24. Pr: 0.9158,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000146165.2,WP_011073430.1,cytochrome c3 family protein [Shewanella oneidensis],116,4,0,4,8,,,,,,Shewanella oneidensis MR-1,S. oneidensis,Positive control (EET),seq0291,SP,0.9992,high,yes,CS pos: 22-23. Pr: 0.9809,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000146165.2,WP_011074189.1,NapC/NirT family cytochrome c CymA [Shewanella oneidensis],187,4,0,4,8,,,,,,Shewanella oneidensis MR-1,S. oneidensis,Positive control (EET),seq0292,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000146165.2,WP_164925650.1,flavocytochrome c [Shewanella oneidensis],588,4,0,4,10,,,,,,Shewanella oneidensis MR-1,S. oneidensis,Positive control (EET),seq0293,SP,0.9991,high,yes,CS pos: 21-22. Pr: 0.9803,Periplasmic,9.76,CytoSVM;SCL-BLAST;Signal,3,no,0.11,0.00,9.76,0.12,0.00
GCF_000685155.1,WP_048092715.1,hypothetical protein [Candidatus Methanoperedens nitratireducens],194,4,0,4,8,,,,,,Candidatus Methanoperedens nitroreducens,Ca. M. nitroreducens,ANME-2d archaeon,seq0294,SP,0.9992,high,yes,CS pos: 23-24. Pr: 0.9720,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_000685155.1,WP_052368965.1,cytochrome c nitrite reductase small subunit [Candidatus Methanoperedens nitratireducens],137,4,0,4,8,,,,,,Candidatus Methanoperedens nitroreducens,Ca. M. nitroreducens,ANME-2d archaeon,seq0295,OTHER,0.8398,medium,no,,not_submitted,,,,no,,,,,
GCF_000685155.1,WP_052368997.1,cytochrome c nitrite reductase small subunit [Candidatus Methanoperedens nitratireducens],161,4,0,4,8,,,,,,Candidatus Methanoperedens nitroreducens,Ca. M. nitroreducens,ANME-2d archaeon,seq0296,SP,0.9992,high,yes,CS pos: 18-19. Pr: 0.9716,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_000785705.2,WP_036272078.1,MULTISPECIES: cytochrome c3 family protein [Methylomonas],168,4,0,4,9,,,,,,Methylomonas denitrificans FJG1,M. denitrificans,Type I MOB (Gammaproteobacteria),seq0297,SP,0.9396,high,yes,CS pos: 27-28. Pr: 0.8793,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000785705.2,WP_062327941.1,MULTISPECIES: NapC/NirT family cytochrome c [Methylomonas],201,4,0,4,8,,,,,,Methylomonas denitrificans FJG1,M. denitrificans,Type I MOB (Gammaproteobacteria),seq0298,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000786775.1,WP_034401878.1,hypothetical protein [Candidatus Scalindua brodae],495,4,0,4,11,,,,,,Candidatus Scalindua brodae,Ca. S. brodae,Anammox,seq0299,SP,0.7253,medium,yes,CS pos: 32-33. Pr: 0.6934,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_000786775.1,WP_034403714.1,hypothetical protein [Candidatus Scalindua brodae],474,4,0,4,11,,,,,,Candidatus Scalindua brodae,Ca. S. brodae,Anammox,seq0300,SP,0.9989,high,yes,CS pos: 30-31. Pr: 0.9301,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_000786775.1,WP_034404466.1,hypothetical protein [Candidatus Scalindua brodae],167,0,4,4,16,,,,,,Candidatus Scalindua brodae,Ca. S. brodae,Anammox,seq0301,SP,0.9988,high,yes,CS pos: 29-30. Pr: 0.9746,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000786775.1,WP_034405328.1,hypothetical protein [Candidatus Scalindua brodae],223,4,0,4,8,,,,,,Candidatus Scalindua brodae,Ca. S. brodae,Anammox,seq0302,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000786775.1,WP_034405904.1,hypothetical protein [Candidatus Scalindua brodae],193,4,0,4,9,,,,,,Candidatus Scalindua brodae,Ca. S. brodae,Anammox,seq0303,OTHER,0.6585,low,no,,not_submitted,,,,no,,,,,
GCF_000786775.1,WP_034406066.1,"hypothetical protein, partial [Candidatus Scalindua brodae]",406,4,0,4,10,,,,,,Candidatus Scalindua brodae,Ca. S. brodae,Anammox,seq0304,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000949635.1,WP_052562597.1,c-type cytochrome [Candidatus Brocadia sinica],493,4,0,4,8,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0305,OTHER,0.9879,high,no,,not_submitted,,,,no,,,,,
GCF_000949635.1,WP_082059306.1,MULTISPECIES: cytochrome c nitrite reductase small subunit [Candidatus Brocadia],156,4,0,4,13,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0306,OTHER,0.8263,medium,no,,not_submitted,,,,no,,,,,
GCF_000949635.1,WP_157842344.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Brocadia],415,4,0,4,11,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0307,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000949635.1,WP_157842471.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],198,4,0,4,10,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0308,LIPO,0.6807,low,yes,CS pos: 23-24. Pr: 0.5972,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_001753675.2,WP_070067375.1,cytochrome c nitrite reductase small subunit [Candidatus Brocadia sapporoensis],154,4,0,4,12,,,,,,Candidatus Brocadia sapporoensis,Ca. B. sapporoensis,Anammox,seq0309,OTHER,0.8637,medium,no,,not_submitted,,,,no,,,,,
GCF_001753675.2,WP_143299272.1,hypothetical protein [Candidatus Brocadia sapporoensis],159,4,0,4,9,,,,,,Candidatus Brocadia sapporoensis,Ca. B. sapporoensis,Anammox,seq0310,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_001753675.2,WP_179129389.1,cytochrome c [Candidatus Brocadia sapporoensis],452,4,0,4,8,,,,,,Candidatus Brocadia sapporoensis,Ca. B. sapporoensis,Anammox,seq0311,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_011066545.1,WP_164994502.1,c-type cytochrome [Candidatus Kuenenia stuttgartensis],500,4,0,4,10,,,,,,Candidatus Kuenenia stuttgartiensis,Ca. K. stuttgartiensis,Anammox,seq0312,SP,0.5204,low,yes,CS pos: 33-34. Pr: 0.5096,Unknown,,CytoSVM;Signal,2,no,2.50,0.10,2.50,4.90,0.00
GCF_011066545.1,WP_164995289.1,multiheme c-type cytochrome [Candidatus Kuenenia stuttgartensis],453,4,0,4,12,,,,,,Candidatus Kuenenia stuttgartiensis,Ca. K. stuttgartiensis,Anammox,seq0313,SP,0.9970,high,yes,CS pos: 22-23. Pr: 0.8777,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_011066545.1,WP_164995425.1,MULTISPECIES: hypothetical protein [Candidatus Kuenenia],138,4,0,4,8,,,,,,Candidatus Kuenenia stuttgartiensis,Ca. K. stuttgartiensis,Anammox,seq0314,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_054182965.1,WP_011111568.1,NapC/NirT family cytochrome c [Nitrosomonas europaea],233,4,0,4,8,,,,,,Nitrosomonas europaea,N. europaea,Methodological control,seq0315,OTHER,0.6967,low,no,,not_submitted,,,,no,,,,,
GCF_054182965.1,WP_011111569.1,MULTISPECIES: cytochrome c-550 CycA [Nitrosomonas],235,4,0,4,9,,,,,,Nitrosomonas europaea,N. europaea,Methodological control,seq0316,SP,0.9992,high,yes,CS pos: 24-25. Pr: 0.9763,Periplasmic,10.00,PPSVM;SCL-BLAST;SCL-BLASTe;Signal,4,no,0.00,0.00,10.00,0.00,0.00
GCA_030583625.1,WKZ14917.1,MAG: hypothetical protein QY317_13545 [Candidatus Jettenia caeni],246,3,0,3,7,,,,,,Candidatus Jettenia caeni,Ca. J. caeni,Anammox,seq0317,SP,0.9992,high,yes,CS pos: 22-23. Pr: 0.7220,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCA_030583625.1,WKZ15062.1,MAG: molecular chaperone DnaJ [Candidatus Jettenia caeni],370,1,2,3,8,,,,,,Candidatus Jettenia caeni,Ca. J. caeni,Anammox,seq0318,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCA_030583625.1,WKZ15077.1,MAG: multiheme c-type cytochrome [Candidatus Jettenia caeni],236,3,0,3,11,,,,,,Candidatus Jettenia caeni,Ca. J. caeni,Anammox,seq0319,SP,0.9906,high,yes,CS pos: 30-31. Pr: 0.9123,Unknown,,CytoSVM;Signal,2,no,2.50,0.10,2.50,4.90,0.00
GCA_030583625.1,WKZ15771.1,MAG: cytochrome P460 family protein [Candidatus Jettenia caeni],535,3,0,3,7,,,,,,Candidatus Jettenia caeni,Ca. J. caeni,Anammox,seq0320,LIPO,1.0000,high,yes,CS pos: 21-22. Pr: 0.9920,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCA_030583625.1,WKZ16862.1,MAG: multiheme c-type cytochrome [Candidatus Jettenia caeni],279,3,0,3,6,,,,,,Candidatus Jettenia caeni,Ca. J. caeni,Anammox,seq0321,OTHER,0.9081,high,no,,not_submitted,,,,no,,,,,
GCA_030583625.1,WKZ17005.1,MAG: hypothetical protein QY317_06745 [Candidatus Jettenia caeni],239,3,0,3,6,,,,,,Candidatus Jettenia caeni,Ca. J. caeni,Anammox,seq0322,OTHER,0.9986,high,no,,not_submitted,,,,no,,,,,
GCF_000005845.2,NP_414556.1,chaperone protein DnaJ [Escherichia coli str. K-12 substr. MG1655],376,3,0,3,10,,,,,,Escherichia coli K-12 MG1655,E. coli,Negative control,seq0323,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000005845.2,NP_417975.1,cytochrome c peroxidase [Escherichia coli str. K-12 substr. MG1655],465,3,0,3,7,,,,,,Escherichia coli K-12 MG1655,E. coli,Negative control,seq0324,OTHER,0.9675,high,no,,not_submitted,,,,no,,,,,
GCF_000006765.1,NP_250291.1,cytochrome C [Pseudomonas aeruginosa PAO1],433,3,0,3,6,,,,,,Pseudomonas aeruginosa PAO1,P. aeruginosa,Negative control,seq0325,OTHER,0.9997,high,no,,not_submitted,,,,no,,,,,
GCF_000006765.1,NP_250956.1,cytochrome C [Pseudomonas aeruginosa PAO1],439,3,0,3,7,,,,,,Pseudomonas aeruginosa PAO1,P. aeruginosa,Negative control,seq0326,SP,0.7426,medium,yes,CS pos: 19-20. Pr: 0.7181,Unknown,,PPSVM;SCL-BLAST;Signal,3,no,0.07,0.01,4.96,4.96,0.00
GCF_000006765.1,NP_253309.1,cytochrome C [Pseudomonas aeruginosa PAO1],415,3,0,3,6,,,,,,Pseudomonas aeruginosa PAO1,P. aeruginosa,Negative control,seq0327,SP,0.9991,high,yes,CS pos: 22-23. Pr: 0.9773,CytoplasmicMembrane,9.97,SCL-BLAST;Signal,2,no,0.01,0.01,0.01,9.97,0.00
GCF_000007985.2,WP_010940781.1,cytochrome c3 family protein [Geobacter sulfurreducens],93,3,0,3,6,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0328,SP,0.9992,high,yes,CS pos: 24-25. Pr: 0.8617,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_000007985.2,WP_010941032.1,cytochrome c7 [Geobacter sulfurreducens],91,3,0,3,6,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0329,SP,0.9992,high,yes,CS pos: 20-21. Pr: 0.9779,Periplasmic,9.84,PPSVM;Signal,2,no,0.14,0.01,9.84,0.01,0.00
GCF_000007985.2,WP_010941033.1,cytochrome c3 family protein [Geobacter sulfurreducens],95,3,0,3,6,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0330,SP,0.9992,high,yes,CS pos: 20-21. Pr: 0.9764,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000007985.2,WP_010941201.1,cytochrome c3 family protein [Geobacter sulfurreducens],134,3,0,3,9,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0331,SP,0.9992,high,yes,CS pos: 25-26. Pr: 0.9671,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000007985.2,WP_010941274.1,MULTISPECIES: cytochrome c7 [Geobacter],91,3,0,3,7,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0332,SP,0.9992,high,yes,CS pos: 20-21. Pr: 0.9786,Periplasmic,9.84,PPSVM;Signal,2,no,0.14,0.01,9.84,0.01,0.00
GCF_000007985.2,WP_010941687.1,MULTISPECIES: cytochrome c7 [Geobacter],92,3,0,3,7,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0333,SP,0.9992,high,yes,CS pos: 20-21. Pr: 0.9787,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
