genome_id,protein_acc,description,length_aa,n_CXXCH,n_CXXCK,n_heme_motifs,n_Cys,signal_peptide,predicted_localization,interpro_domains,neighbour_porin,notes
GCA_030583625.1,WKZ15077.1,MAG: multiheme c-type cytochrome [Candidatus Jettenia caeni],236,3,0,3,11,,,,,
GCA_030583625.1,WKZ15771.1,MAG: cytochrome P460 family protein [Candidatus Jettenia caeni],535,3,0,3,7,,,,,
GCA_030583625.1,WKZ16862.1,MAG: multiheme c-type cytochrome [Candidatus Jettenia caeni],279,3,0,3,6,,,,,
GCA_030583625.1,WKZ17005.1,MAG: hypothetical protein QY317_06745 [Candidatus Jettenia caeni],239,3,0,3,6,,,,,
GCA_054182965.1,MGY8629167.1,cytochrome c [Nitrosomonas europaea],425,3,0,3,6,,,,,
GCF_000005845.2,NP_414556.1,chaperone protein DnaJ [Escherichia coli str. K-12 substr. MG1655],376,3,0,3,10,,,,,
GCF_000005845.2,NP_417975.1,cytochrome c peroxidase [Escherichia coli str. K-12 substr. MG1655],465,3,0,3,7,,,,,
GCF_000006765.1,NP_250291.1,cytochrome C [Pseudomonas aeruginosa PAO1],433,3,0,3,6,,,,,
GCF_000006765.1,NP_250956.1,cytochrome C [Pseudomonas aeruginosa PAO1],439,3,0,3,7,,,,,
GCF_000006765.1,NP_253309.1,cytochrome C [Pseudomonas aeruginosa PAO1],415,3,0,3,6,,,,,
GCF_000007985.2,WP_010940781.1,cytochrome c3 family protein [Geobacter sulfurreducens],93,3,0,3,6,,,,,
GCF_000007985.2,WP_010941032.1,cytochrome c7 [Geobacter sulfurreducens],91,3,0,3,6,,,,,
GCF_000007985.2,WP_010941033.1,cytochrome c3 family protein [Geobacter sulfurreducens],95,3,0,3,6,,,,,
GCF_000007985.2,WP_010941201.1,cytochrome c3 family protein [Geobacter sulfurreducens],134,3,0,3,9,,,,,
GCF_000007985.2,WP_010941274.1,MULTISPECIES: cytochrome c7 [Geobacter],91,3,0,3,7,,,,,
GCF_000007985.2,WP_010941687.1,MULTISPECIES: cytochrome c7 [Geobacter],92,3,0,3,7,,,,,
GCF_000007985.2,WP_010942404.1,cytochrome c7 [Geobacter sulfurreducens],90,3,0,3,6,,,,,
GCF_000007985.2,WP_010942405.1,c-type cytochrome [Geobacter sulfurreducens],511,3,0,3,8,,,,,
GCF_000007985.2,WP_010942429.1,cytochrome c3 family protein [Geobacter sulfurreducens],147,3,0,3,8,,,,,
GCF_000007985.2,WP_010943832.1,cytochrome c [Geobacter sulfurreducens],212,3,0,3,7,,,,,
GCF_000008325.1,WP_010959791.1,multiheme c-type cytochrome [Methylococcus capsulatus],268,3,0,3,7,,,,,
GCF_000021745.1,WP_012592345.1,cytochrome c [Methylocella silvestris],421,3,0,3,6,,,,,
GCF_000091165.1,WP_044595710.1,hypothetical protein [Candidatus Methylomirabilis oxyfera],94,3,0,3,6,,,,,
GCF_000146165.2,WP_011070833.1,4Fe-4S dicluster domain-containing protein [Shewanella oneidensis],235,0,3,3,22,,,,,
GCF_000146165.2,WP_011071368.1,molecular chaperone DnaJ [Shewanella oneidensis],378,3,0,3,10,,,,,
GCF_000146165.2,WP_011074175.1,cytochrome c3 family protein [Shewanella oneidensis],100,3,0,3,7,,,,,
GCF_000190755.2,WP_006889443.1,c-type cytochrome [Methylobacter tundripaludum],380,3,0,3,6,,,,,
GCF_000190755.2,WP_006892523.1,thioredoxin TrxC [Methylobacter tundripaludum],143,1,2,3,6,,,,,
GCF_000190755.2,WP_254257800.1,cytochrome c [Methylobacter tundripaludum],450,3,0,3,8,,,,,
GCF_000214275.2,WP_005369343.1,c-type cytochrome [Methylomicrobium album],386,3,0,3,6,,,,,
GCF_000214275.2,WP_005369431.1,DEAD/DEAH box helicase [Methylomicrobium album],2148,3,0,3,39,,,,,
GCF_000214275.2,WP_005372241.1,MULTISPECIES: cytochrome c peroxidase [Methylomicrobium],469,3,0,3,6,,,,,
GCF_000214275.2,WP_245549440.1,cytochrome c [Methylomicrobium album],433,3,0,3,6,,,,,
GCF_000372865.1,WP_020561852.1,c-type cytochrome [Methylosarcina fibrata],381,3,0,3,6,,,,,
GCF_000372865.1,WP_198291346.1,c-type cytochrome [Methylosarcina fibrata],435,3,0,3,7,,,,,
GCF_000496735.2,WP_023495780.1,VCBS domain-containing protein [Methyloglobulus morosus],839,3,0,3,12,,,,,
GCF_000685155.1,WP_048089087.1,PxKF domain-containing protein [Candidatus Methanoperedens nitratireducens],1482,3,0,3,8,,,,,
GCF_000685155.1,WP_048090816.1,hypothetical protein [Candidatus Methanoperedens nitratireducens],190,3,0,3,6,,,,,
GCF_000685155.1,WP_048092729.1,hypothetical protein [Candidatus Methanoperedens nitratireducens],273,3,0,3,8,,,,,
GCF_000685155.1,WP_048092740.1,hypothetical protein [Candidatus Methanoperedens nitratireducens],323,3,0,3,8,,,,,
GCF_000685155.1,WP_052368527.1,cytochrome c3 family protein [Candidatus Methanoperedens nitratireducens],149,3,0,3,8,,,,,
GCF_000786775.1,WP_034401651.1,"hypothetical protein, partial [Candidatus Scalindua brodae]",244,3,0,3,7,,,,,
GCF_000786775.1,WP_034407037.1,"hypothetical protein, partial [Candidatus Scalindua brodae]",129,0,3,3,15,,,,,
GCF_000949635.1,WP_052562829.1,MULTISPECIES: excinuclease ABC subunit UvrA [Candidatus Brocadia],936,0,3,3,19,,,,,
GCF_000949635.1,WP_052563656.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],375,0,3,3,21,,,,,
GCF_000949635.1,WP_052564195.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Brocadia],236,3,0,3,10,,,,,
GCF_000949635.1,WP_082059307.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],238,3,0,3,9,,,,,
GCF_000968535.2,WP_014133084.1,cytochrome c peroxidase [Methylotuvimicrobium alcaliphilum],466,3,0,3,6,,,,,
GCF_000968535.2,WP_014148359.1,molecular chaperone DnaJ [Methylotuvimicrobium alcaliphilum],384,3,0,3,11,,,,,
GCF_000968535.2,WP_014148727.1,cytochrome c peroxidase [Methylotuvimicrobium alcaliphilum],467,3,0,3,6,,,,,
GCF_001273775.1,WP_053381209.1,c-type cytochrome [Nitrospira moscoviensis],337,3,0,3,6,,,,,
GCF_001753675.2,WP_070066581.1,multiheme c-type cytochrome [Candidatus Brocadia sapporoensis],236,3,0,3,10,,,,,
GCF_001753675.2,WP_143299126.1,hypothetical protein [Candidatus Brocadia sapporoensis],140,0,3,3,20,,,,,
GCF_001753675.2,WP_230402487.1,excinuclease ABC subunit UvrA [Candidatus Brocadia sapporoensis],937,0,3,3,21,,,,,
GCF_011066545.1,WP_099326586.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Kuenenia],236,3,0,3,11,,,,,
GCF_011066545.1,WP_164995110.1,cytochrome P460 family protein [Candidatus Kuenenia stuttgartensis],566,3,0,3,7,,,,,
GCF_054182965.1,WP_011111514.1,MULTISPECIES: cytochrome c [Nitrosomonas],425,3,0,3,6,,,,,
